date,adjclose,open,high,low,close,volume,symbol
1601506800,0.0127379996702075,0.013530000112950802,0.013659999705851078,0.012595999985933304,0.0127379996702075,122189563,8
1601593200,0.011884000152349472,0.012741999700665474,0.012881999835371971,0.011583000421524048,0.011884000152349472,136404250,8
1601679600,0.011776999570429325,0.011884000152349472,0.012178000062704086,0.011757000349462032,0.011776999570429325,99014981,8
1601766000,0.011687000282108784,0.011776999570429325,0.011885999701917171,0.011381000280380249,0.011687000282108784,103349222,8
1601852400,0.011394999921321869,0.011687000282108784,0.011896999552845955,0.011304999701678753,0.011394999921321869,105846039,8
1601938800,0.010134000331163406,0.011397000402212143,0.011483999900519848,0.010087000206112862,0.010134000331163406,128682019,8
1602025200,0.011278999969363213,0.010134000331163406,0.011278999969363213,0.009763999842107296,0.011278999969363213,144145700,8
1602111600,0.011012000031769276,0.011256000027060509,0.011443999595940113,0.01050500012934208,0.011012000031769276,135338355,8
1602198000,0.0,0.0,0.0,0.0,0.0,0,8
1602284400,0.01140700001269579,0.011477000080049038,0.012020000256597996,0.011357000097632408,0.01140700001269579,134285633,8
1602370800,0.011447000317275524,0.011401999741792679,0.011932999826967716,0.011270999908447266,0.011447000317275524,119606481,8
1602457200,0.0,0.0,0.0,0.0,0.0,0,8
1602543600,0.0,0.0,0.0,0.0,0.0,0,8
1602630000,0.011146999895572662,0.011491999961435795,0.01156499981880188,0.010828999802470207,0.011146999895572662,124988047,8
1602716400,0.01095299981534481,0.011145000346004963,0.011277000419795513,0.010733000002801418,0.01095299981534481,100893716,8
1602802800,0.010595000348985195,0.010958000086247921,0.011061999946832657,0.010359999723732471,0.010595000348985195,105595482,8
1602889200,0.010998999699950218,0.010603999719023705,0.011037000454962254,0.010537000373005867,0.010998999699950218,91734772,8
1602975600,0.011632000096142292,0.010999999940395355,0.011885999701917171,0.010982999578118324,0.011632000096142292,113452510,8
1603062000,0.01141900010406971,0.011641999706625938,0.011761999689042568,0.01131999958306551,0.01141900010406971,107604470,8
1603148400,0.010812000371515751,0.011405999772250652,0.011405999772250652,0.010745000094175339,0.010812000371515751,105468328,8
1603234800,0.011359999887645245,0.01079300045967102,0.011477000080049038,0.010765999555587769,0.011359999887645245,122817647,8
1603321200,0.012133999727666378,0.011363999918103218,0.012404999695718288,0.011176000349223614,0.012133999727666378,145365395,8
1603407600,0.012229000218212605,0.012140999548137188,0.012528999708592892,0.011718999594449997,0.012229000218212605,162742078,8
1603494000,0.01228800043463707,0.012229000218212605,0.012431000359356403,0.012051000259816647,0.01228800043463707,117232879,8
1603580400,0.011784999631345272,0.01228800043463707,0.012570999562740326,0.011762999929487705,0.011784999631345272,114033432,8
1603670400,0.01140700001269579,0.011784999631345272,0.011982000432908535,0.01119299978017807,0.01140700001269579,128834450,8
1603756800,0.011377999559044838,0.01140700001269579,0.011649999767541885,0.011083000339567661,0.011377999559044838,126231355,8
1603843200,0.010665000416338444,0.011377999559044838,0.01144499983638525,0.010451000183820724,0.010665000416338444,101294007,8
1603929600,0.010185999795794487,0.010665000416338444,0.010842000134289265,0.009960999712347984,0.010185999795794487,100237964,8
1604016000,0.010081999935209751,0.010185999795794487,0.010323000140488148,0.009597999975085258,0.010081999935209751,105516095,8
1604102400,0.009886999614536762,0.010081999935209751,0.010342000052332878,0.009844000451266766,0.009886999614536762,82729395,8
