date,adjclose,open,high,low,close,volume,symbol
1596236400,0.005508999805897474,0.005797000136226416,0.005874999798834324,0.005429999902844429,0.005508999805897474,5874905,12
1596322800,0.005239000078290701,0.005512000061571598,0.005520999897271395,0.00493700010702014,0.005239000078290701,6696131,12
1596409200,0.005894000176340342,0.005247999913990498,0.0062489998526871204,0.0051830001175403595,0.005894000176340342,18482001,12
1596495600,0.005799999926239252,0.005894000176340342,0.006064999848604202,0.005646999925374985,0.005799999926239252,6558875,12
1596582000,0.006641000043600798,0.005801000166684389,0.006676000077277422,0.005727000068873167,0.006641000043600798,13255860,12
1596668400,0.007953000254929066,0.006641000043600798,0.008067999966442585,0.006554000079631805,0.007953000254929066,38320241,12
1596754800,0.00813200045377016,0.007953999564051628,0.008410000242292881,0.007060999982059002,0.00813200045377016,21098987,12
1596841200,0.009587000124156475,0.008117999881505966,0.009846000000834465,0.008117999881505966,0.009587000124156475,45892670,12
1596927600,0.013168999925255775,0.009602000005543232,0.0138330003246665,0.009120999835431576,0.013168999925255775,84008215,12
1597014000,0.016543999314308167,0.013168999925255775,0.018332000821828842,0.011575000360608101,0.016543999314308167,230428682,12
1597100400,0.013616999611258507,0.016535000875592232,0.01656999997794628,0.012923999689519405,0.013616999611258507,81573605,12
1597186800,0.014526999555528164,0.013667999766767025,0.015653999522328377,0.012132000178098679,0.014526999555528164,70901609,12
1597273200,0.0,0.0,0.0,0.0,0.0,0,12
1597359600,0.0,0.0,0.0,0.0,0.0,0,12
1597446000,0.0,0.0,0.0,0.0,0.0,0,12
1597532400,0.014045000076293945,0.012881999835371971,0.01521500013768673,0.012690999545156956,0.014045000076293945,41805045,12
1597618800,0.014690999872982502,0.014045000076293945,0.015634000301361084,0.013478999957442284,0.014690999872982502,43956806,12
1597705200,0.01358800008893013,0.014638000167906284,0.015390999615192413,0.013168999925255775,0.01358800008893013,18651175,12
1597791600,0.01218399964272976,0.013623000122606754,0.014306999742984772,0.011483999900519848,0.01218399964272976,30156559,12
1597878000,0.012783999554812908,0.01218399964272976,0.013043000362813473,0.011935999616980553,0.012783999554812908,15032618,12
1597964400,0.011597000062465668,0.012786000035703182,0.013395000249147415,0.011597000062465668,0.011597000062465668,18603547,12
1598050800,0.012342000380158424,0.011653999797999859,0.012405999936163425,0.011270999908447266,0.012342000380158424,8932093,12
1598137200,0.013144000433385372,0.01231599971652031,0.013536999933421612,0.012110999785363674,0.013144000433385372,20179772,12
1598223600,0.013685000129044056,0.013133999891579151,0.014024999924004078,0.01295899972319603,0.013685000129044056,18202748,12
1598310000,0.01221300009638071,0.013724000193178654,0.013724000193178654,0.011567999608814716,0.01221300009638071,18799259,12
1598396400,0.0125730000436306,0.0122060002759099,0.013007000088691711,0.011854000389575958,0.0125730000436306,15541940,12
1598482800,0.011865000240504742,0.012581000104546547,0.01271199993789196,0.011464999988675117,0.011865000240504742,12832425,12
1598569200,0.012779000215232372,0.011859999969601631,0.013155000284314156,0.01176500041037798,0.012779000215232372,17034621,12
1598655600,0.013066999614238739,0.012767000123858452,0.01355700008571148,0.012590000405907631,0.013066999614238739,13337081,12
1598742000,0.014779999852180481,0.01300899963825941,0.014779999852180481,0.012582999654114246,0.014779999852180481,25754582,12
1598828400,0.013430999591946602,0.014795999974012375,0.014795999974012375,0.013255000114440918,0.013430999591946602,30417343,12
