1588287600,6.677680015563965
1588374000,7.477276802062988
1588460400,7.226431846618652
1588546800,7.242700099945068
1588633200,7.1918840408325195
1588719600,6.949166774749756
1588806000,7.097957134246826
1588892400,7.176926136016846
1588978800,7.084396839141846
1589065200,6.202459812164307
1589151600,6.038578987121582
1589238000,6.080722808837891
1589324400,6.214365005493164
1589410800,6.25407600402832
1589497200,6.496613025665283
1589583600,6.687623023986816
1589670000,6.672947883605957
1589756400,6.708868026733398
1589842800,6.6459760665893555
1589929200,6.444563865661621
1590015600,6.1404547691345215
1590102000,6.465855121612549
1590188400,6.587484836578369
1590274800,6.610622882843018
1590361200,6.809002876281738
1590447600,6.700435161590576
1590534000,6.7793121337890625
1590620400,6.850715160369873
1590706800,7.2380499839782715
1590793200,7.486223220825195
1590879600,6.932769775390625
