date,adjclose,open,high,low,close,volume
1614556800,175.23789978027344,164.98313903808594,176.35516357421875,163.9664306640625,175.23789978027344,4627257694
1614643200,177.8724365234375,175.20968627929688,184.73049926757812,171.1996307373047,177.8724365234375,5247274825
1614729600,188.52566528320312,177.974365234375,196.25894165039062,177.3665008544922,188.52566528320312,6392122021
1614816000,181.07864379882812,188.45831298828125,194.2318572998047,177.32473754882812,181.07864379882812,5488598135
1614902400,180.76560974121094,181.0399627685547,183.10256958007812,169.32713317871094,180.76560974121094,4560793618
1614988800,182.98190307617188,180.70632934570312,184.33958435058594,175.39544677734375,182.98190307617188,3799599706
1615075200,190.7591094970703,182.99069213867188,191.77023315429688,182.42234802246094,190.7591094970703,3541357558
1615161600,191.9276885986328,190.77127075195312,194.6191864013672,180.06842041015625,191.9276885986328,4401225306
1615248000,203.6378631591797,191.94004821777344,204.75062561035156,189.41970825195312,203.6378631591797,5408294951
1615334400,200.51686096191406,203.64158630371094,207.39239501953125,192.58245849609375,200.51686096191406,6296082804
1615420800,201.25033569335938,200.4497528076172,203.16783142089844,191.53683471679688,201.25033569335938,4823154653
1615507200,220.82940673828125,201.27366638183594,223.61497497558594,198.95384216308594,220.82940673828125,8079722567
1615593600,226.5782928466797,220.86453247070312,229.3739776611328,213.61134338378906,226.5782928466797,6378541696
1615680000,215.2960968017578,226.50550842285156,227.8301239013672,215.2960968017578,215.2960968017578,4537627844
1615766400,201.26461791992188,215.22727966308594,221.6864013671875,198.75254821777344,201.26461791992188,6186375403
1615852800,201.04063415527344,201.1912078857422,204.86439514160156,192.19180297851562,201.04063415527344,5270029739
1615939200,206.06793212890625,201.0641632080078,206.2874298095703,195.02586364746094,206.06793212890625,4362001168
1616025600,200.5373077392578,206.03314208984375,208.09637451171875,200.10302734375,200.5373077392578,3719561575
1616112000,201.063720703125,200.4992218017578,205.34371948242188,196.9537811279297,201.063720703125,2807932048
1616198400,200.80642700195312,201.0334014892578,206.6977081298828,200.1773681640625,200.80642700195312,2529075165
1616284800,196.42774963378906,200.8138427734375,202.84861755371094,193.4961395263672,196.42774963378906,2758761604
1616371200,187.0778350830078,196.42990112304688,198.90126037597656,186.6174774169922,187.0778350830078,3115325434
1616457600,187.3939666748047,187.06910705566406,189.95790100097656,182.69422912597656,187.3939666748047,3047428308
1616544000,177.6549530029297,187.33908081054688,197.33694458007812,175.8431396484375,177.6549530029297,4051272249
1616630400,173.06118774414062,177.58641052246094,179.12672424316406,169.63616943359375,173.06118774414062,3429325350
1616716800,184.27867126464844,173.02218627929688,184.43907165527344,172.74221801757812,184.27867126464844,3109769980
1616803200,184.8304443359375,184.2672882080078,186.5439453125,179.1182098388672,184.8304443359375,2408040965
1616889600,185.0284881591797,184.82435607910156,187.74563598632812,181.67015075683594,185.0284881591797,2162823815
1616972400,194.4747772216797,185.01560974121094,197.4888916015625,183.47500610351562,194.4747772216797,3353971422
1617058800,196.68209838867188,194.4708251953125,200.12115478515625,191.15234375,196.68209838867188,3604665752
1617145200,197.4990997314453,196.68894958496094,199.28268432617188,189.4910125732422,197.4990997314453,3416343750
