date,adjclose,open,high,low,close,volume
1617231600,59095.80859375,58926.5625,59586.0703125,58505.27734375,59095.80859375,61669163792
1617318000,59384.3125,59098.87890625,60267.1875,58869.28125,59384.3125,58727860620
1617404400,57603.890625,59397.41015625,60110.26953125,57603.890625,57603.890625,59641344484
1617490800,58758.5546875,57604.83984375,58913.74609375,57168.67578125,58758.5546875,50749662970
1617577200,59057.87890625,58760.875,59891.296875,57694.82421875,59057.87890625,60706272115
1617663600,58192.359375,59171.93359375,59479.578125,57646.80859375,58192.359375,66058027988
1617750000,56048.9375,58186.5078125,58731.14453125,55604.0234375,56048.9375,75645303584
1617836400,58323.953125,56099.9140625,58338.73828125,55879.0859375,58323.953125,53053855641
1617922800,58245.00390625,58326.5625,58937.046875,57807.86328125,58245.00390625,46655208546
1618009200,59793.234375,58253.77734375,61276.6640625,58038.70703125,59793.234375,58238470525
1618095600,60204.96484375,59846.23046875,60790.5546875,59289.796875,60204.96484375,46280252580
1618182000,59893.453125,60175.9453125,61253.03515625,59589.875,59893.453125,51828688519
1618268400,63503.45703125,59890.01953125,63742.28515625,59869.95703125,63503.45703125,69983454362
1618354800,63109.6953125,63523.75390625,64863.09765625,61554.796875,63109.6953125,77451779687
1618441200,63314.01171875,63075.1953125,63821.671875,62208.96484375,63314.01171875,60954381579
1618527600,61572.7890625,63258.50390625,63594.72265625,60222.53125,61572.7890625,84293007468
1618614000,60683.8203125,61529.921875,62572.17578125,60361.3515625,60683.8203125,66138759198
1618700400,56216.18359375,60701.88671875,61057.45703125,52829.53515625,56216.18359375,97468872758
1618786800,55724.265625,56191.5859375,57520.0546875,54368.59375,55724.265625,65344865159
1618873200,56473.03125,55681.79296875,57062.1484375,53448.046875,56473.03125,67849323955
1618959600,53906.08984375,56471.12890625,56757.97265625,53695.46875,53906.08984375,54926612466
1619046000,51762.2734375,53857.10546875,55410.23046875,50583.8125,51762.2734375,74798630778
1619132400,51093.65234375,51739.80859375,52120.79296875,47714.6640625,51093.65234375,86668667320
1619218800,50050.8671875,51143.2265625,51167.5625,48805.28515625,50050.8671875,49014494781
1619332442,49796.8359375,50063.34375,50428.671875,49686.1171875,49796.8359375,38756425728
