date,adjclose,open,high,low,close,volume
1612137600,1369.04052734375,1314.855224609375,1373.8458251953125,1274.3577880859375,1369.04052734375,29210670920
1612224000,1515.1937255859375,1369.505126953125,1542.990966796875,1362.771240234375,1515.1937255859375,45437142801
1612310400,1660.9095458984375,1514.7696533203125,1660.9095458984375,1510.01025390625,1660.9095458984375,41874566399
1612396800,1594.7626953125,1661.170166015625,1689.1866455078125,1561.853515625,1594.7626953125,44396871836
1612483200,1718.65087890625,1594.7933349609375,1756.510986328125,1594.7933349609375,1718.65087890625,40108628454
1612569600,1677.8468017578125,1717.7974853515625,1738.314453125,1649.0687255859375,1677.8468017578125,39873420648
1612656000,1614.227783203125,1677.605712890625,1690.03662109375,1501.750244140625,1614.227783203125,39889440151
1612742400,1746.6168212890625,1613.6422119140625,1770.5908203125,1571.5799560546875,1746.6168212890625,48012285956
1612828800,1768.0350341796875,1746.9261474609375,1815.963623046875,1711.62060546875,1768.0350341796875,44180727529
1612915200,1744.243408203125,1768.039794921875,1826.69677734375,1686.5423583984375,1744.243408203125,41916084617
1613001600,1783.7979736328125,1743.7142333984375,1806.5390625,1708.67919921875,1783.7979736328125,36021495262
1613088000,1843.5325927734375,1783.4891357421875,1861.35693359375,1744.1689453125,1843.5325927734375,37905036865
1613174400,1814.10986328125,1843.98681640625,1871.603515625,1770.612060546875,1814.10986328125,35359490535
1613260800,1805.0841064453125,1814.372314453125,1848.154052734375,1789.9141845703125,1805.0841064453125,31439114900
1613347200,1779.791015625,1804.6767578125,1833.83056640625,1683.9066162109375,1779.791015625,38955610883
1613433600,1781.0675048828125,1778.945556640625,1824.5186767578125,1729.6419677734375,1781.0675048828125,34269369268
1613520000,1848.458251953125,1781.35009765625,1853.6676025390625,1736.705810546875,1848.458251953125,35955412703
1613606400,1937.44921875,1848.206298828125,1949.9034423828125,1848.206298828125,1937.44921875,28255902969
1613692800,1960.164794921875,1938.85986328125,1969.5469970703125,1896.6844482421875,1960.164794921875,26268814253
1613779200,1919.5340576171875,1959.9029541015625,2036.2864990234375,1830.531494140625,1919.5340576171875,34696091102
1613865600,1935.60107421875,1918.673095703125,1974.2596435546875,1890.3681640625,1935.60107421875,23626547717
1613952000,1781.992919921875,1935.557861328125,1936.4537353515625,1580.6265869140625,1781.992919921875,42409646036
1614038400,1570.2039794921875,1781.4090576171875,1781.4090576171875,1378.8409423828125,1570.2039794921875,52029864713
1614124800,1626.57568359375,1571.4764404296875,1710.9837646484375,1511.0189208984375,1626.57568359375,31329000537
1614211200,1475.7037353515625,1625.3939208984375,1670.22412109375,1465.0589599609375,1475.7037353515625,24481681873
1614297600,1446.03369140625,1478.6533203125,1559.0289306640625,1407.979248046875,1446.03369140625,31435997881
1614384000,1459.97314453125,1446.929443359375,1524.932373046875,1433.7869873046875,1459.97314453125,20742103233
1614470400,1416.0489501953125,1459.8604736328125,1468.3914794921875,1300.47216796875,1416.0489501953125,27637026080
